"lap.distance";"r";"vmax";"slope";"vmin";"vdop"
383;500;400;0;0;Inf
384;500;400;0;0;Inf
385;500;400;0;0;Inf
386;500;400;0;0;Inf
387;500;400;0;0;Inf
388;500;400;0;0;Inf
389;500;400;0;0;Inf
390;500;400;0;0;Inf
391;500;400;0;0;Inf
392;500;400;0;0;Inf
393;500;400;0;0;Inf
394;500;400;0;0;Inf
395;500;400;0;0;Inf
396;500;400;0;0;Inf
397;500;400;0;0;Inf
398;500;400;0;0;Inf
399;500;400;0;0;Inf
400;500;400;0;0;Inf
401;500;400;0;0;Inf
402;500;400;0;0;Inf
403;500;400;0;0;Inf
404;500;400;0;0;Inf
405;500;400;0;0;Inf
406;500;400;0;0;Inf
407;500;400;0;0;Inf
408;500;400;0;0;Inf
409;500;400;0;0;Inf
410;500;400;0;0;Inf
411;500;400;0;0;Inf
412;500;400;0;0;Inf
413;500;400;0;0;Inf
414;500;400;0;0;Inf
415;500;400;0;0;Inf
416;500;400;0;0;Inf
417;500;400;0;0;Inf
418;500;400;0;0;Inf
419;500;400;0;0;Inf
420;500;400;0;0;Inf
421;500;400;0;0;Inf
422;500;400;0;0;Inf
423;500;400;0;0;Inf
424;500;400;0;0;Inf
425;500;400;0;0;Inf
426;500;400;0;0;Inf
427;500;400;0;0;Inf
428;500;400;0;0;Inf
429;500;400;0;0;Inf
430;500;400;0;0;Inf
431;500;400;0;0;Inf
432;500;400;0;0;Inf
433;500;400;0;0;Inf
434;500;400;0;0;Inf
435;500;400;0;0;Inf
436;500;400;0;0;Inf
437;500;400;0;0;Inf
438;500;400;0;0;Inf
439;500;400;0;0;Inf
440;500;400;0;0;Inf
441;500;400;0;0;Inf
442;500;400;0;0;Inf
443;500;400;0;0;Inf
444;500;400;0;0;Inf
445;500;400;0;0;Inf
446;500;400;0;0;Inf
447;500;400;0;0;Inf
448;500;400;0;0;Inf
449;500;400;0;0;Inf
450;500;400;0;0;Inf
451;500;400;0;0;Inf
452;500;400;0;0;Inf
453;500;400;0;0;Inf
454;500;400;0;0;Inf
455;500;400;0;0;Inf
456;500;400;0;0;Inf
457;500;400;0;0;Inf
458;500;400;0;0;Inf
459;500;400;0;0;Inf
460;500;400;0;0;Inf
461;500;400;0;0;Inf
462;500;400;0;0;Inf
463;500;400;0;0;Inf
464;500;400;0;0;Inf
465;500;400;0;0;Inf
466;500;400;0;0;Inf
467;500;400;0;0;Inf
468;500;400;0;0;Inf
469;500;400;0;0;Inf
470;500;400;0;0;Inf
471;500;400;0;0;Inf
472;500;400;0;0;Inf
473;500;400;0;0;Inf
474;500;400;0;0;Inf
475;500;400;0;0;Inf
476;500;400;0;0;Inf
477;500;400;0;0;Inf
478;500;400;0;0;Inf
479;500;400;0;0;Inf
480;500;400;0;0;Inf
481;500;400;0;0;Inf
482;500;400;0;0;Inf
483;500;400;0;0;Inf
484;500;400;0;0;Inf
485;500;400;0;0;Inf
486;500;400;0;0;Inf
487;500;400;0;0;Inf
488;500;400;0;0;Inf
489;500;400;0;0;Inf
490;500;400;0;0;Inf
491;500;400;0;0;Inf
492;500;400;0;0;Inf
493;500;400;0;0;Inf
494;500;400;0;0;Inf
495;500;400;0;0;Inf
496;500;400;0;0;Inf
497;500;400;0;0;Inf
498;500;400;0;0;Inf
499;499,924266249222;400;0;0;440,874760808211
500;499,847411094381;400;0;0;440,840870874622
501;499,77055593954;400;0;0;440,806978335522
502;499,693700784699;400;0;0;440,773083190309
503;499,616845629857;400;0;0;440,739185438382
504;499,539990475016;400;0;0;440,70528507914
505;499,463135320175;400;0;0;440,671382111982
506;499,386280165334;400;0;0;440,637476536304
507;499,309425010493;400;0;0;440,603568351505
508;499,232569855652;400;0;0;440,569657556983
509;499,15571470081;400;0;0;440,535744152135
510;499,078859545969;400;0;0;440,501828136357
511;499,002004391128;400;0;0;440,467909509048
512;498,925149236287;400;0;0;440,433988269603
513;498,848294081446;400;0;0;440,400064417418
514;498,771438926605;400;0;0;440,366137951891
515;498,694583771763;400;0;0;440,332208872417
516;498,617728616922;400;0;0;440,298277178391
517;498,540873462081;400;0;0;440,26434286921
518;498,46401830724;400;0;0;440,230405944268
519;498,387163152399;400;0;0;440,196466402961
520;498,310307997558;400;0;0;440,162524244682
521;498,233452842716;400;0;0;440,128579468827
522;498,156597687875;400;0;0;440,094632074791
523;498,079742533034;400;0;0;440,060682061967
524;498,002887378193;400;0;0;440,026729429749
525;497,926032223352;400;0;0;439,99277417753
526;497,849177068511;400;0;0;439,958816304705
527;497,772321913669;400;0;0;439,924855810665
528;497,695466758828;400;0;0;439,890892694805
529;497,618611603987;400;0;0;439,856926956516
530;497,541756449146;400;0;0;439,822958595192
531;497,464901294305;400;0;0;439,788987610224
532;497,388046139464;400;0;0;439,755014001004
533;497,311190984622;400;0;0;439,721037766924
534;497,234335829781;400;0;0;439,687058907377
535;497,15748067494;400;0;0;439,653077421752
536;497,080625520099;400;0;0;439,61909330944
537;497,003770365258;400;0;0;439,585106569834
538;496,926915210417;400;0;0;439,551117202323
539;496,850060055575;400;0;0;439,517125206297
540;488,662298063608;400;0;0;435,88060462371
541;474,142912708625;400;0;0;429,356220941439
542;462,009600347583;400;0;0;423,827007887818
543;450,313893759313;400;0;0;418,428060595392
544;443,217226571483;400;0;0;415,117884089559
545;437,854969750715;400;0;0;412,599093841804
546;428,126945394142;400;0;0;407,989897386249
547;418,197918636853;400;0;0;403,231138140408
548;408,336200628123;400;0;0;398,448384115451
549;399,247170149743;400;0;0;393,988958924257
550;390,420683552954;400;0;0;389,609499069759
551;381,905407722099;400;0;0;385,337284106213
552;373,86748650459;400;0;0;381,260644117623
553;366,0749575982;400;0;0;377,266409204663
554;358,574699916667;400;0;0;373,381632284718
555;351,422508523617;400;0;0;369,639109556852
556;344,558211664755;400;0;0;366,011246678646
557;337,95658574383;400;0;0;362,487959161682
558;331,456491852745;400;0;0;358,985074943719
559;325,198334025199;400;0;0;355,579966068109
560;319,410044539661;400;0;0;352,401227746187
561;315,768265081676;400;0;0;350,386502970299
562;312,860326206492;400;0;0;348,769400649031
563;307,716166098018;400;0;0;345,890221571685
564;302,226971655772;400;0;0;342,791258027045
565;297,163005686599;400;0;0;339,907305909934
566;292,251137500866;400;0;0;337,086401773101
567;287,445007364478;400;0;0;334,303184046023
568;282,722482002648;400;0;0;331,545624315311
569;278,259643576987;400;0;0;328,918454062299
570;273,82661588376;400;0;0;326,287891677895
571;269,601845103045;400;0;0;323,761018926096
572;265,408948869502;400;0;0;321,233558832919
573;261,53682095223;400;0;0;318,881664550076
574;257,789694830286;400;0;0;316,589060692272
575;253,995443953031;400;0;0;314,250582511693
576;250,433771546513;400;0;0;312,039501309184
577;248,167706769156;400;0;0;310,62453926219
578;246,397203315246;400;0;0;309,514511209035
579;243,225626523733;400;0;0;307,516054202748
580;239,916007711347;400;0;0;305,416672429931
581;236,628602952492;400;0;0;303,316997261823
582;233,673353647103;400;0;0;301,416986744267
583;230,649687147363;400;0;0;299,460512193001
584;227,724802592372;400;0;0;297,555714527405
585;224,942085965401;400;0;0;295,732113615258
586;222,181071747991;400;0;0;293,911552504523
587;219,531190352553;400;0;0;292,153601396718
588;217,001666703803;400;0;0;290,465571134409
589;214,504713836714;400;0;0;288,789599431341
590;212,006552449837;400;0;0;287,103026094287
591;209,620438395106;400;0;0;285,482795362553
592;207,384550776516;400;0;0;283,956182080809
593;205,129702624694;400;0;0;282,408265425219
594;203,800180189246;400;0;0;281,491580793421
595;202,801832950063;400;0;0;280,801268962561
596;200,934313935847;400;0;0;279,505386814382
597;198,959858512494;400;0;0;278,128734563075
598;196,938109002841;400;0;0;276,71201054581
599;194,945717447772;400;0;0;275,30872660287
600;194,045079566071;400;0;0;274,672035226174
601;198,900449760046;400;0;0;278,087207305021
602;203,985724040473;400;0;0;281,619689487322
603;209,195282795068;400;0;0;285,193137979725
604;214,693251020408;400;0;0;288,916486197542
605;220,549373259832;400;0;0;292,830320020695
606;226,654122347001;400;0;0;296,855390330905
607;233,247350375674;400;0;0;301,142109021741
608;240,111842627188;400;0;0;305,541297394396
609;247,291737443999;400;0;0;310,075841558524
610;252,162586376597;400;0;0;313,114697168978
611;256,029037711849;400;0;0;315,506085301642
612;263,55843126204;400;0;0;320,111727486953
613;272,137825860679;400;0;0;325,280166463669
614;281,437808642894;400;0;0;330,791505332826
615;291,324006703674;400;0;0;336,551294465477
616;301,760872905872;400;0;0;342,526827249784
617;313,22485967547;400;0;0;348,972528205048
618;325,265205086569;400;0;0;355,616523431713
619;338,181924047979;400;0;0;362,60878653151
620;352,298652736173;400;0;0;370,099603058182
621;367,44508910591;400;0;0;377,971759056649
622;384,193245883476;400;0;0;386,48975924272
623;402,158073719963;400;0;0;395,422633472493
624;421,729734721745;400;0;0;404,930266663057
625;443,616073580717;400;0;0;415,304622425736
626;467,301149126869;400;0;0;426,24721322318
627;484,055802020197;400;0;0;433,821271753072
628;497,965906759266;400;0;0;440,010391409115
629;500;400;0;0;Inf
630;500;400;0;0;Inf
631;500;400;0;0;Inf
632;500;400;0;0;Inf
633;500;400;0;0;Inf
634;500;400;0;0;Inf
635;500;400;0;0;Inf
636;500;400;0;0;Inf
637;500;400;0;0;Inf
638;500;400;0;0;Inf
639;500;400;0;0;Inf
640;500;400;0;0;Inf
641;500;400;0;0;Inf
642;500;400;0;0;Inf
643;500;400;0;0;Inf
644;500;400;0;0;Inf
645;500;400;0;0;Inf
646;500;400;0;0;Inf
647;500;400;0;0;Inf
648;500;400;0;0;Inf
649;500;400;0;0;Inf
650;500;400;0;0;Inf
651;500;400;0;0;Inf
652;500;400;0;0;Inf
653;500;400;0;0;Inf
654;500;400;0;0;Inf
655;500;400;0;0;Inf
656;500;400;0;0;Inf
657;500;400;0;0;Inf
658;500;400;0;0;Inf
659;500;400;0;0;Inf
660;500;400;0;0;Inf
661;500;400;0;0;Inf
662;500;400;0;0;Inf
663;500;400;0;0;Inf
664;500;400;0;0;Inf
665;498,534397646217;400;0;0;440,261483444611
666;477,867435166901;400;0;0;431,039277552396
667;452,018374000084;400;0;0;419,219207350084
668;428,883307680747;400;0;0;408,350131659431
669;408,1289449447;400;0;0;398,347252776393
670;388,936907700146;400;0;0;388,86844782499
671;371,450446559003;400;0;0;380,026227545074
672;355,447880240116;400;0;0;371,750098637992
673;340,752616212603;400;0;0;363,984363927161
674;327,075089897759;400;0;0;356,604535798759
675;314,152993354167;400;0;0;349,489175534952
676;306,330905929755;400;0;0;345,110788335411
677;300,591266991085;400;0;0;341,862376704623
678;290,720186469072;400;0;0;336,202332679557
679;280,527152880886;400;0;0;330,255896298747
680;270,876795440815;400;0;0;324,525650861976
681;261,791147824467;400;0;0;319,03667230297
682;253,441887815958;400;0;0;313,907957820194
683;245,426390200095;400;0;0;308,904160719465
684;237,935145391889;400;0;0;304,153225411743
685;230,878583785584;400;0;0;299,609067579463
686;224,187536114716;400;0;0;295,235692356804
687;217,908459265488;400;0;0;291,071827840521
688;211,838168124962;400;0;0;286,988988929863
689;206,094711780952;400;0;0;283,071764647119
690;200,733311274139;400;0;0;279,365551604677
691;195,422512150939;400;0;0;275,645193544682
692;190,536154890423;400;0;0;272,177252946304
693;187,470388839523;400;0;0;269,978679122642
694;185,066817352978;400;0;0;268,242387751895
695;181,118091487437;400;0;0;265,365246349848
696;176,877688780802;400;0;0;262,240434330741
697;172,589984032481;400;0;0;259,042440136416
698;168,895069073838;400;0;0;256,254566507425
699;165,139197687882;400;0;0;253,389265875744
700;162,32937912865;400;0;0;251,224327255979
701;162,837224913073;400;0;0;251,61699673552
702;163,341046249643;400;0;0;252,00594989377
703;163,923266426979;400;0;0;252,454681055451
704;164,578667198651;400;0;0;252,958861886346
705;165,196251095481;400;0;0;253,433033414989
706;165,947584584763;400;0;0;254,008702383513
707;166,702900608064;400;0;0;254,586110690303
708;167,448101280465;400;0;0;255,154505697714
709;167,942379442057;400;0;0;255,53081443746
710;168,321524582482;400;0;0;255,819093809803
711;168,999893284263;400;0;0;256,334075980782
712;169,747796027019;400;0;0;256,900648296778
713;170,48642120912;400;0;0;257,458968703958
714;171,477713987153;400;0;0;258,206381017598
715;172,256859785211;400;0;0;258,792324237969
716;173,24778467436;400;0;0;259,535621218728
717;174,207128863642;400;0;0;260,253206900864
718;175,025996924037;400;0;0;260,864155460396
719;176,020462063879;400;0;0;261,60419654592
720;177,031770538406;400;0;0;262,354630958427
721;178,138822897649;400;0;0;263,173658147251
722;179,264170767723;400;0;0;264,00361663146
723;180,276086902845;400;0;0;264,747696095407
724;181,420722313896;400;0;0;265,58685365741
725;182,512262565883;400;0;0;266,384623590806
726;183,245550861382;400;0;0;266,919220317506
727;183,866515982662;400;0;0;267,371093078625
728;185,017783467465;400;0;0;268,206849674184
729;186,268514587342;400;0;0;269,111869808001
730;187,517306322953;400;0;0;270,012460265011
731;188,775797660978;400;0;0;270,917017056124
